Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","1995","1995","tonnes","810860","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","1996","1996","tonnes","1559704","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","1997","1997","tonnes","1067057","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","1998","1998","tonnes","1595805","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","1999","1999","tonnes","1855845","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2000","2000","tonnes","1901658","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2001","2001","tonnes","2217467","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2002","2002","tonnes","2484197","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2003","2003","tonnes","2653651","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2004","2004","tonnes","2863039","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2005","2005","tonnes","2890775","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2006","2006","tonnes","2239724","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2007","2007","tonnes","2521652","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2008","2008","tonnes","2806543","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2009","2009","tonnes","1925767","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2010","2010","tonnes","2451724","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2011","2011","tonnes","3263637","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2012","2012","tonnes","3653983","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2013","2013","tonnes","2895196","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2014","2014","tonnes","2928526","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2015","2015","tonnes","2609972","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2016","2016","tonnes","2764223","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2017","2017","tonnes","3721469","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2018","2018","tonnes","2805181","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","15","Wheat","2019","2019","tonnes","3563373","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1986","1986","tonnes","925588","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1987","1987","tonnes","52","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1992","1992","tonnes","285572","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1993","1993","tonnes","1018589","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1994","1994","tonnes","433751","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1995","1995","tonnes","595832","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1996","1996","tonnes","743672","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1997","1997","tonnes","634973","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1998","1998","tonnes","1036830","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","1999","1999","tonnes","1220410","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2000","2000","tonnes","1248749","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2001","2001","tonnes","1659007","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2002","2002","tonnes","1895269","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2003","2003","tonnes","1787325","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2004","2004","tonnes","2367629","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2005","2005","tonnes","3167914","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2006","2006","tonnes","2453297","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2007","2007","tonnes","2682479","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2008","2008","tonnes","2613066","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2009","2009","tonnes","2935188","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2010","2010","tonnes","3393424","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2011","2011","tonnes","3631547","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2012","2012","tonnes","2858413","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2013","2013","tonnes","2961681","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2014","2014","tonnes","2224855","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2015","2015","tonnes","1899750","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2016","2016","tonnes","1076320","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2017","2017","tonnes","1647984","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2018","2018","tonnes","887415","","Official data"
"TM","Detailed trade matrix","231","United States of America","159","Nigeria","5910","Export Quantity","15","Wheat","2019","2019","tonnes","2174905","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1986","1986","tonnes","798183","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1987","1987","tonnes","870172","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1988","1988","tonnes","975756","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1989","1989","tonnes","904884","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1990","1990","tonnes","1088630","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1991","1991","tonnes","1332081","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1992","1992","tonnes","1482596","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1993","1993","tonnes","1611230","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1994","1994","tonnes","2015797","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1995","1995","tonnes","1807295","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1996","1996","tonnes","1571151","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1997","1997","tonnes","1825124","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1998","1998","tonnes","1541881","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","1999","1999","tonnes","1741403","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2000","2000","tonnes","2066371","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2001","2001","tonnes","1738170","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2002","2002","tonnes","1578744","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2003","2003","tonnes","1307156","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2004","2004","tonnes","1348144","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2005","2005","tonnes","1643205","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2006","2006","tonnes","1782148","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2007","2007","tonnes","1483669","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2008","2008","tonnes","1775378","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2009","2009","tonnes","1261834","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2010","2010","tonnes","1721657","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2011","2011","tonnes","2067361","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2012","2012","tonnes","1869359","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2013","2013","tonnes","1977374","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2014","2014","tonnes","2350577","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2015","2015","tonnes","2021012","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2016","2016","tonnes","2679306","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2017","2017","tonnes","2448066","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2018","2018","tonnes","2645633","","Official data"
"TM","Detailed trade matrix","231","United States of America","171","Philippines","5910","Export Quantity","15","Wheat","2019","2019","tonnes","2925510","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1986","1986","tonnes","1937433","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1987","1987","tonnes","1904161","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1988","1988","tonnes","2043432","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1989","1989","tonnes","1738211","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1990","1990","tonnes","1596913","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1991","1991","tonnes","1649326","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1992","1992","tonnes","1483650","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1993","1993","tonnes","1513340","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1994","1994","tonnes","1505061","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1995","1995","tonnes","1461231","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1996","1996","tonnes","1612834","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1997","1997","tonnes","1333029","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1998","1998","tonnes","1503264","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","1999","1999","tonnes","1664205","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2000","2000","tonnes","1571501","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2001","2001","tonnes","1327583","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2002","2002","tonnes","1237358","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2003","2003","tonnes","1321605","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2004","2004","tonnes","1430219","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2005","2005","tonnes","1157205","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2006","2006","tonnes","1132353","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2007","2007","tonnes","1282639","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2008","2008","tonnes","1323583","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2009","2009","tonnes","1108894","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2010","2010","tonnes","1528003","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2011","2011","tonnes","1395827","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2012","2012","tonnes","2243268","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2013","2013","tonnes","1046143","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2014","2014","tonnes","1430604","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2015","2015","tonnes","1124398","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2016","2016","tonnes","1090688","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2017","2017","tonnes","1567842","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2018","2018","tonnes","1546717","","Official data"
"TM","Detailed trade matrix","231","United States of America","117","Republic of Korea","5910","Export Quantity","15","Wheat","2019","2019","tonnes","1282764","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1986","1986","tonnes","309151","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1987","1987","tonnes","162185","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1988","1988","tonnes","355906","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1989","1989","tonnes","1183662","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1990","1990","tonnes","1152744","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1991","1991","tonnes","1108433","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1992","1992","tonnes","1515109","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1993","1993","tonnes","1578826","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1994","1994","tonnes","1562921","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1995","1995","tonnes","2183831","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1996","1996","tonnes","1843406","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1997","1997","tonnes","200122","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1998","1998","tonnes","367411","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","1999","1999","tonnes","93955","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2000","2000","tonnes","304150","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2001","2001","tonnes","560010","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2002","2002","tonnes","302512","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2003","2003","tonnes","291977","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2004","2004","tonnes","852064","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2005","2005","tonnes","756169","","Official data"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2006","2006","tonnes","111795","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2007","2007","tonnes","973865","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2008","2008","tonnes","286118","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2009","2009","tonnes","336357","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2010","2010","tonnes","682863","*","Unofficial figure"
"TM","Detailed trade matrix","231","United States of America","252","Unspecified Area","5910","Export Quantity","15","Wheat","2011","2011","tonnes","300426","*","Unofficial figure"
